Player,Games Played,MIN,FGM,FGA,FG_PCT,3PM,3PA,3Per,FTM,FTA,FTPer,OREB,DREB,REB,AST,STL,BLK,TOV,PF,Age,Season
Shelvin Mack,52,20.3,3.5,8,0.439,0.8,2.4,0.312,0.9,1.2,0.738,0.3,2.2,2.5,3.6,0.7,0.1,1.8,1.4,25,2015
Shelvin Mack,24,7.5,1.7,4,0.421,0.2,1.1,0.148,0.4,0.5,0.75,0.1,0.8,0.9,1.6,0.3,0,0.6,0.3,25,2015
Shelvin Mack,28,31.4,5.1,11.4,0.444,1.3,3.5,0.357,1.3,1.8,0.735,0.4,3.4,3.8,5.3,0.9,0.1,2.9,2.3,25,2015
Ian Mahinmi,71,25.6,3.7,6.3,0.589,0,0,,1.9,3.2,0.587,1.9,5.2,7.1,1.5,0.9,1.1,1.4,3.1,29,2015
Devyn Marble,28,8.9,0.8,2.5,0.296,0.3,1.1,0.25,0.4,0.9,0.417,0.2,1.1,1.4,0.4,0.5,0,0.3,0.9,23,2015
Boban Marjanovic,54,9.4,1.9,3.2,0.603,0,0,,1.6,2.1,0.763,1.4,2.2,3.6,0.4,0.2,0.4,0.5,1,27,2015
Kendall Marshall,30,13.3,1.4,3.9,0.364,0.5,1.6,0.327,0.3,0.4,0.692,0.1,0.9,0.9,2.4,0.5,0.1,1.4,1,24,2015
Jarell Martin,27,14.1,2,4.3,0.466,0,0.1,0,1.7,2.3,0.726,1.4,1.7,3.2,0.6,0.3,0.3,0.7,2.1,21,2015
Kevin Martin,55,19.9,2.8,7.6,0.372,0.9,2.5,0.36,2.8,3.1,0.89,0.3,1.7,2,1.1,0.5,0.1,1,1.5,32,2015
Kevin Martin,39,21.4,3.2,8.6,0.377,1,2.6,0.369,3.2,3.6,0.88,0.3,1.8,2.1,1.2,0.4,0,1.1,1.7,32,2015
Kevin Martin,16,16.3,1.9,5.3,0.353,0.7,2.1,0.333,1.8,1.9,0.933,0.3,1.6,1.8,0.8,0.6,0.1,0.8,0.9,32,2015
Wesley Matthews,78,33.9,4.2,10.9,0.388,2.4,6.7,0.36,1.6,1.9,0.863,0.3,2.7,3.1,1.9,1,0.2,1,2.3,29,2015
O.J. Mayo,41,26.6,2.9,7.8,0.371,1.3,4,0.321,0.8,1,0.775,0.3,2.2,2.6,2.9,1.2,0.2,1.8,3.1,28,2015
Luc Mbah a Moute,75,17,1.3,2.8,0.454,0.2,0.5,0.325,0.4,0.8,0.526,0.8,1.5,2.3,0.4,0.6,0.3,0.5,1.3,29,2015
James Michael McAdoo,41,6.4,1.1,2,0.536,0,0,0.5,0.6,1.2,0.531,0.7,0.7,1.4,0.4,0.2,0.2,0.4,1,23,2015
Ray McCallum,41,11.6,1.3,3.6,0.377,0.4,1,0.357,0.3,0.4,0.8,0.2,1,1.1,1.5,0.3,0.2,0.6,0.7,24,2015
Ray McCallum,31,8.3,0.9,2.2,0.403,0.2,0.5,0.313,0.3,0.3,0.9,0.2,0.8,1,1.1,0.2,0.1,0.4,0.5,24,2015
Ray McCallum,10,21.9,2.8,7.9,0.354,1,2.6,0.385,0.3,0.5,0.6,0.2,1.4,1.6,2.7,0.7,0.3,1.3,1.5,24,2015
C.J. McCollum,80,34.8,8,17.9,0.448,2.5,5.9,0.417,2.3,2.8,0.827,0.6,2.7,3.2,4.3,1.2,0.3,2.5,2.3,24,2015
T.J. McConnell,81,19.8,2.7,5.7,0.47,0.4,1.1,0.348,0.3,0.5,0.634,0.5,2.6,3.1,4.5,1.2,0.1,1.7,1.4,23,2015
Chris McCullough,24,15.1,1.8,4.5,0.404,0.5,1.4,0.382,0.5,1,0.478,1,1.8,2.8,0.4,1.2,0.5,0.6,1.6,20,2015
K.J. McDaniels,37,6.4,0.8,1.9,0.403,0.2,0.7,0.28,0.6,0.8,0.8,0.4,0.7,1.1,0.3,0.2,0.2,0.5,0.8,22,2015
Doug McDermott,81,23,3.6,8,0.452,1.4,3.2,0.425,0.9,1,0.857,0.5,2,2.4,0.7,0.2,0.1,0.7,1.6,24,2015
Mitch McGary,20,3.6,0.6,1.2,0.478,0,0.2,0,0.2,0.5,0.4,0.2,0.7,0.9,0.2,0.1,0.1,0.4,0.5,23,2015
JaVale McGee,34,10.9,2.3,3.9,0.575,0,0,0,0.5,1.1,0.5,1.6,2.4,3.9,0.1,0.1,0.8,0.6,1.4,28,2015
Ben McLemore,68,21.2,2.9,6.7,0.429,1,2.7,0.362,1.1,1.5,0.718,0.5,1.7,2.2,1.2,0.8,0.1,1.5,2.1,22,2015
Jordan McRae,22,8.9,1.5,3.5,0.436,0.5,1,0.455,1,1.3,0.75,0.2,0.7,0.9,1.1,0.1,0,0.7,0.8,24,2015
Jordan McRae,7,11.7,1.6,3.7,0.423,0.4,1.6,0.273,1.7,2.1,0.8,0.3,0.9,1.1,1.4,0.4,0,0.9,1,24,2015
Jordan McRae,15,7.5,1.5,3.5,0.442,0.5,0.7,0.636,0.6,0.9,0.692,0.1,0.7,0.8,1,0,0.1,0.6,0.7,24,2015
Josh McRoberts,42,14.2,1.3,3.5,0.372,0.3,1.2,0.245,0.7,1,0.7,0.5,2,2.5,1.9,0.4,0.2,0.7,1.6,28,2015
Jodie Meeks,3,14.3,2.3,6.7,0.35,1.3,3,0.444,1.3,1.3,1,0.3,1.3,1.7,1,0,0,0.3,0.7,28,2015
Salah Mejri,34,11.7,1.4,2.3,0.628,0,0,0,0.8,1.4,0.587,1.2,2.4,3.6,0.3,0.2,1.1,0.7,1.6,29,2015
Jordan Mickey,16,3.6,0.5,1.4,0.364,0,0,,0.3,0.6,0.5,0.4,0.4,0.8,0.1,0,0.7,0.1,0.3,21,2015
Khris Middleton,79,36.1,6.4,14.5,0.444,1.8,4.6,0.396,3.5,3.9,0.888,0.6,3.3,3.8,4.2,1.7,0.2,2.3,2.6,24,2015
C.J. Miles,64,22.9,4,9.9,0.409,2.2,6,0.367,1.5,1.9,0.75,0.4,2.3,2.7,1,0.8,0.5,1.1,2.2,28,2015
Andre Miller,39,11.8,1.5,2.7,0.557,0.1,0.2,0.25,0.6,0.8,0.75,0.3,1,1.3,2.2,0.4,0,0.9,1.2,39,2015
Andre Miller,26,10.8,1.4,2.2,0.621,0,0.2,0.25,0.6,0.7,0.789,0.2,0.7,0.9,2.2,0.3,0,1,1.2,39,2015
Andre Miller,13,13.9,1.8,3.7,0.479,0.1,0.3,0.25,0.7,1,0.692,0.5,1.6,2.1,2.2,0.5,0,0.9,1.1,39,2015
Mike Miller,47,7.9,0.5,1.3,0.355,0.4,1.1,0.365,0,0,,0.1,1,1.1,0.9,0.3,0.1,0.4,1.1,35,2015
Patty Mills,81,20.5,3.2,7.6,0.425,1.5,4,0.384,0.6,0.7,0.81,0.3,1.6,2,2.8,0.7,0.1,0.9,1.3,27,2015
Elijah Millsap,20,8.7,0.6,2,0.282,0.1,0.6,0.083,0.7,0.9,0.722,0.3,1.5,1.8,1,0.4,0.2,0.5,1.7,28,2015
Paul Millsap,81,32.7,6.2,13.2,0.47,0.9,2.9,0.319,3.8,5,0.757,2.4,6.6,9,3.3,1.8,1.7,2.4,2.9,30,2015
Nikola Mirotic,66,24.9,3.8,9.2,0.407,2,5.2,0.39,2.2,2.7,0.807,0.9,4.6,5.5,1.5,0.9,0.7,1.5,2.3,24,2015
Nazr Mohammed,5,3.8,0.6,1,0.6,0,0,,0.4,0.4,1,0.2,0.6,0.8,0,0,0,0.6,0.8,38,2015
Greg Monroe,79,29.3,6.2,11.9,0.522,0,0,0,2.9,3.9,0.74,2.8,6.1,8.8,2.3,0.9,0.8,1.6,2.1,25,2015
Luis Montero,12,3.5,0.4,1.6,0.263,0.1,0.8,0.111,0.3,0.3,0.75,0,0.3,0.3,0.1,0,0,0.3,0.1,22,2015
E'Twaun Moore,59,21.4,3.2,6.6,0.481,0.8,1.8,0.452,0.4,0.6,0.629,0.3,1.9,2.3,1.7,0.6,0.3,0.9,1.7,26,2015
Eric Moreland,8,6,0.4,0.8,0.5,0,0,,0.3,0.5,0.5,0.4,1,1.4,0.1,0,0.5,0.4,0.5,24,2015
Marcus Morris,80,35.7,5.1,11.8,0.434,1.4,3.7,0.362,2.5,3.4,0.749,1.1,3.9,5.1,2.5,0.8,0.3,1.8,2.1,26,2015
Markieff Morris,64,25.5,4.8,11.2,0.425,0.7,2.4,0.303,1.7,2.3,0.735,1.1,4.4,5.5,1.9,0.9,0.5,2.1,2.9,26,2015
Markieff Morris,37,24.8,4.6,11.6,0.397,0.6,2.1,0.289,1.8,2.5,0.717,1.2,4.1,5.2,2.4,0.9,0.5,2.4,2.8,26,2015
Markieff Morris,27,26.4,5,10.6,0.467,0.9,2.9,0.316,1.6,2,0.764,1.1,4.7,5.9,1.4,0.9,0.6,1.7,3,26,2015
Anthony Morrow,68,13.6,2,4.9,0.408,1.2,3,0.387,0.4,0.6,0.744,0.1,0.8,0.9,0.4,0.3,0.1,0.3,0.9,30,2015
Donatas Motiejunas,37,14.8,2.4,5.5,0.439,0.4,1.5,0.281,0.9,1.4,0.642,1,1.9,2.9,1.1,0.5,0.1,1.2,1.9,25,2015
Timofey Mozgov,76,17.4,2.7,4.7,0.565,0,0.1,0.143,0.9,1.3,0.716,1.4,3,4.4,0.4,0.3,0.8,0.9,2.1,29,2015
Emmanuel Mudiay,68,30.4,4.8,13.3,0.364,1.1,3.4,0.319,2.1,3.1,0.67,0.5,2.9,3.4,5.5,1,0.5,3.2,2.1,19,2015
Shabazz Muhammad,82,20.5,3.9,8.3,0.465,0.5,1.9,0.289,2.3,3,0.764,1.2,2,3.3,0.6,0.3,0.1,0.9,1.1,23,2015
Xavier Munford,14,17.4,2.3,5.5,0.416,0.6,1.6,0.391,0.5,1,0.5,0.2,2,2.2,1.6,0.9,0.2,1.1,1.8,23,2015
Mike Muscala,60,9.4,1.3,2.5,0.5,0.2,0.7,0.308,0.5,0.7,0.795,0.6,1.3,2,0.6,0.2,0.5,0.5,1.2,24,2015
Larry Nance,63,20.1,2.5,4.8,0.527,0,0.2,0.1,0.5,0.7,0.681,1.6,3.3,5,0.7,0.9,0.4,0.7,2,23,2015
Shabazz Napier,55,10.9,1.2,3.7,0.338,0.6,1.9,0.327,0.6,0.8,0.733,0.2,0.8,1,1.8,0.4,0,0.8,0.7,24,2015
Gary Neal,40,20.2,3.8,8.1,0.465,1,2.5,0.41,1.2,1.4,0.855,0.3,1.8,2.1,1.2,0.5,0,0.7,1.4,31,2015
Jameer Nelson,39,26.6,2.9,7.9,0.368,1.1,3.7,0.299,0.8,0.9,0.857,0.5,2.5,2.9,4.9,0.6,0.1,1.7,2.6,33,2015
Raul Neto,81,18.5,2.2,5.2,0.431,0.8,2,0.395,0.6,0.9,0.743,0.2,1.3,1.5,2.1,0.8,0,1.3,1.5,23,2015
Andrew Nicholson,56,14.7,2.6,5.5,0.471,0.7,2,0.36,0.9,1.2,0.785,0.6,3,3.6,0.4,0.2,0.4,0.7,1.2,26,2015
Joakim Noah,29,21.9,1.8,4.6,0.383,0,0,0,0.8,1.6,0.489,3,5.8,8.8,3.8,0.6,1,1.8,2.7,30,2015
Nerlens Noel,67,29.3,4.6,8.8,0.521,0,0,0.5,2,3.4,0.59,2.3,5.8,8.1,1.8,1.8,1.5,2.4,2.9,21,2015
Lucas Nogueira,29,7.8,1,1.5,0.636,0,0.1,0.333,0.3,0.5,0.533,0.6,1,1.6,0.2,0.4,0.4,0.4,1,23,2015
Steve Novak,10,4.4,0.8,1.8,0.444,0.7,1.5,0.467,0.1,0.1,1,0,0.5,0.5,0,0,0,0.1,0.3,32,2015
Steve Novak,7,3.4,0.9,1.7,0.5,0.7,1.3,0.556,0,0,,0,0.6,0.6,0,0,0,0.1,0.1,32,2015
Steve Novak,3,6.7,0.7,2,0.333,0.7,2,0.333,0.3,0.3,1,0,0.3,0.3,0,0,0,0,0.7,32,2015
Dirk Nowitzki,75,31.5,6.6,14.8,0.448,1.7,4.6,0.368,3.3,3.7,0.893,0.7,5.8,6.5,1.8,0.7,0.7,1.1,2.1,37,2015
Jusuf Nurkic,32,17.1,3.2,7.6,0.417,0,0.1,0,1.9,3.1,0.616,2,3.4,5.5,1.3,0.8,1.4,1.7,2.8,21,2015
J.J. O'Brien,2,3,0,0.5,0,0,0,,0,0,,0,0.5,0.5,0,0.5,0,0,0.5,23,2015
Johnny O'Bryant,66,13,1.3,3.2,0.411,0,0,1,0.4,0.6,0.675,1,1.7,2.7,0.5,0.3,0.1,0.5,1.5,22,2015
Kyle O'Quinn,65,11.8,2,4.2,0.476,0.1,0.3,0.227,0.7,0.9,0.767,1.2,2.7,3.8,1.1,0.3,0.8,0.9,1.6,25,2015
Jahlil Okafor,53,30,7.5,14.7,0.508,0,0.1,0.167,2.5,3.7,0.686,2.3,4.7,7,1.2,0.4,1.2,2.3,2.6,20,2015
Victor Oladipo,72,33,5.9,13.5,0.438,1.4,3.9,0.348,2.8,3.4,0.83,0.7,4.1,4.8,3.9,1.6,0.8,2.1,2.4,23,2015
Kelly Olynyk,69,20.2,3.7,8.1,0.455,1.2,3,0.405,1.4,1.9,0.75,1,3,4.1,1.5,0.8,0.5,1.1,2.4,24,2015
Kelly Oubre,63,10.7,1.4,3.3,0.427,0.4,1.3,0.316,0.5,0.8,0.633,0.4,1.7,2.1,0.2,0.3,0.1,0.5,1.6,20,2015
Zaza Pachulia,76,26.4,2.9,6.2,0.466,0,0,0,2.8,3.6,0.768,3.3,6.2,9.4,1.7,0.8,0.3,1.6,2.4,31,2015
Kostas Papanikolaou,26,11.3,0.9,2.5,0.364,0.4,1.2,0.313,0.3,0.5,0.643,0.3,1.2,1.5,0.6,0.5,0.2,0.8,0.9,25,2015
Jabari Parker,76,31.7,5.8,11.8,0.493,0.1,0.5,0.257,2.3,3,0.768,1.6,3.6,5.2,1.7,0.9,0.4,1.5,2,20,2015
Tony Parker,72,27.5,4.9,9.9,0.493,0.4,0.9,0.415,1.8,2.4,0.76,0.2,2.2,2.4,5.3,0.8,0.2,1.8,1.6,33,2015
Chandler Parsons,61,29.5,5.2,10.7,0.492,1.7,4.1,0.414,1.5,2.2,0.684,0.5,4.2,4.7,2.8,0.8,0.3,1.6,1.9,27,2015
Lamar Patterson,35,11.3,0.8,2.3,0.35,0.3,1.4,0.245,0.5,0.6,0.727,0.1,1.3,1.4,1.1,0.3,0.1,0.7,1.3,24,2015
Patrick Patterson,79,25.6,2.6,6.2,0.414,1.3,3.7,0.362,0.4,0.4,0.853,1,3.4,4.3,1.2,0.7,0.4,0.8,1.6,26,2015
Chris Paul,74,32.7,7,15.1,0.462,1.6,4.4,0.371,4,4.4,0.896,0.5,3.7,4.2,10,2.1,0.2,2.6,2.5,30,2015
Adreian Payne,52,9.3,1,2.8,0.366,0.2,0.6,0.281,0.3,0.5,0.654,0.4,1.8,2.1,0.6,0.3,0.2,0.7,1.5,24,2015
Cameron Payne,57,12.2,2,4.9,0.41,0.6,1.9,0.324,0.3,0.4,0.792,0.2,1.3,1.5,1.9,0.6,0.1,0.8,1.4,21,2015
Elfrid Payton,73,29.4,4.4,10,0.436,0.4,1.3,0.326,1.5,2.6,0.589,1.1,2.5,3.6,6.4,1.2,0.3,2.4,2.2,21,2015
Nikola Pekovic,12,13,1.6,4.2,0.38,0,0,,1.3,1.7,0.8,0.6,1.2,1.8,0.9,0.1,0,0.8,1.8,30,2015
Kendrick Perkins,37,14.6,1.1,2,0.533,0,0,,0.3,0.7,0.44,0.7,2.8,3.5,0.8,0.3,0.3,1.1,1.7,31,2015
Paul Pierce,68,18.1,2.1,5.8,0.363,1.1,3.6,0.31,0.8,1,0.818,0.2,2.6,2.7,1,0.5,0.3,0.9,1.9,38,2015
Tibor Pleiss,12,6.8,0.9,2.1,0.44,0,0.2,0,0.2,0.2,1,0.5,0.8,1.3,0.2,0.1,0.2,0.7,1.6,26,2015
Mason Plumlee,82,25.4,3.3,6.3,0.516,0,0,0,2.6,4.1,0.642,2.5,5.2,7.7,2.8,0.8,1,1.9,3.1,25,2015
Miles Plumlee,61,14.3,2.3,3.8,0.601,0,0,,0.6,1,0.576,1.5,2.3,3.8,0.3,0.3,0.8,0.7,1.2,27,2015
Otto Porter,75,30.3,4.5,9.6,0.473,1.3,3.6,0.367,1.3,1.7,0.754,1.3,3.9,5.2,1.6,1.4,0.4,0.9,2.2,22,2015
Bobby Portis,62,17.8,3,7,0.427,0.3,0.8,0.308,0.8,1.1,0.727,2,3.5,5.4,0.8,0.4,0.4,0.9,1.6,20,2015
Kristaps Porzingis,72,28.4,5.2,12.3,0.421,1.1,3.4,0.333,2.8,3.3,0.838,1.8,5.5,7.3,1.3,0.7,1.9,1.7,2.8,20,2015
Dwight Powell,69,14.4,2.1,4.3,0.493,0,0.2,0.125,1.5,2.1,0.739,1.2,2.7,4,0.6,0.5,0.3,0.6,1.7,24,2015
Norman Powell,49,14.8,2,4.7,0.424,0.7,1.8,0.404,0.9,1.1,0.811,0.3,1.9,2.3,1,0.6,0.2,0.7,1.2,22,2015
Phil Pressey,23,12.3,1.3,3.4,0.385,0.2,0.8,0.222,0.6,1.1,0.52,0.1,1.2,1.3,3.3,0.8,0.2,1.4,1.2,24,2015
Phil Pressey,14,12.1,1.5,3.9,0.382,0.3,0.9,0.308,0.6,1.3,0.5,0,1.6,1.6,3.3,0.8,0.1,1.4,1,24,2015
Phil Pressey,9,12.6,1,2.6,0.391,0,0.6,0,0.4,0.8,0.571,0.3,0.6,0.9,3.2,0.8,0.3,1.6,1.6,24,2015
Ronnie Price,62,19.5,1.9,4.9,0.384,1.1,3.2,0.347,0.5,0.7,0.756,0.4,1.2,1.6,2.4,1.2,0.2,1.1,2.6,32,2015
Pablo Prigioni,59,13.9,0.9,2.5,0.374,0.5,1.6,0.295,0.1,0.1,0.875,0.6,1.3,1.9,2.2,0.9,0,0.8,1.4,38,2015
Tayshaun Prince,77,19,1.3,3,0.445,0.1,0.3,0.174,0.2,0.2,0.684,0.4,1.5,1.9,0.9,0.5,0.2,0.4,0.8,35,2015
Julius Randle,81,28.2,4.4,10.3,0.429,0.1,0.4,0.278,2.4,3.3,0.715,2.1,8.1,10.2,1.8,0.7,0.4,1.8,3,21,2015
Zach Randolph,68,29.6,6.3,13.3,0.475,0.1,0.4,0.231,2.5,3.2,0.796,2.6,5.1,7.8,2.1,0.6,0.2,1.5,2.1,34,2015
J.J. Redick,75,28,5.6,11.7,0.48,2.7,5.6,0.475,2.4,2.7,0.888,0.1,1.7,1.9,1.4,0.6,0.1,1,1.8,31,2015
Willie Reed,39,10.9,1.9,3.4,0.571,0,0,,0.8,1.4,0.545,1.3,1.9,3.1,0.3,0.2,0.8,0.4,1.2,25,2015
Josh Richardson,52,21.3,2.4,5.2,0.452,1,2.2,0.461,0.8,1.2,0.667,0.4,1.7,2.1,1.4,0.7,0.5,0.7,2.1,22,2015
Austin Rivers,67,21.9,3.4,7.7,0.438,0.9,2.8,0.335,1.2,1.7,0.681,0.3,1.6,1.9,1.5,0.7,0.1,0.9,2,23,2015
Andre Roberson,70,22.2,1.9,3.9,0.496,0.5,1.5,0.311,0.5,0.8,0.611,1.1,2.5,3.6,0.7,0.8,0.6,0.5,1.9,24,2015
Brian Roberts,51,9.2,1.5,3.2,0.448,0.3,0.8,0.357,0.8,0.9,0.894,0.1,0.7,0.8,1.1,0.2,0,0.5,0.7,30,2015
Brian Roberts,30,11.1,1.7,3.8,0.443,0.3,0.9,0.333,1.1,1.2,0.919,0.1,0.8,1,1.3,0.2,0,0.5,0.8,30,2015
Brian Roberts,21,6.5,1.1,2.4,0.46,0.3,0.7,0.4,0.4,0.5,0.8,0.1,0.5,0.6,0.8,0.1,0,0.3,0.6,30,2015
Glenn Robinson,45,11.3,1.4,3.4,0.43,0.3,0.8,0.378,0.6,0.9,0.692,0.3,1.2,1.5,0.6,0.4,0.2,0.4,0.5,22,2015
Nate Robinson,2,11.5,0,0.5,0,0,0.5,0,0,0,,0,0,0,2,0.5,0,0,2.5,31,2015
Thomas Robinson,71,12.9,1.8,4.1,0.447,0,0,0,0.7,1.5,0.431,1.9,3.1,5.1,0.6,0.5,0.5,1,1.6,24,2015
Rajon Rondo,72,35.2,4.9,10.9,0.454,0.9,2.4,0.365,1.2,2.1,0.58,1.1,5,6,11.7,2,0.1,3.9,2.4,29,2015
Derrick Rose,66,31.8,6.8,15.9,0.427,0.7,2.3,0.293,2.2,2.7,0.793,0.7,2.7,3.4,4.7,0.7,0.2,2.7,1.3,27,2015
Terrence Ross,73,23.9,3.7,8.6,0.431,1.8,4.6,0.386,0.7,0.8,0.79,0.3,2.2,2.5,0.8,0.7,0.3,0.6,1.6,24,2015
Terry Rozier,39,8,0.7,2.7,0.274,0.2,0.7,0.222,0.2,0.3,0.8,0.6,1,1.6,0.9,0.2,0,0.5,0.6,21,2015
Ricky Rubio,76,30.6,2.9,7.7,0.374,0.8,2.5,0.326,3.5,4.1,0.847,0.5,3.8,4.3,8.7,2.1,0.1,2.5,2.6,25,2015
Damjan Rudez,33,8.4,0.8,1.9,0.403,0.5,1.5,0.34,0.2,0.2,1,0.2,0.5,0.6,0.3,0.1,0,0.4,1,29,2015
Brandon Rush,72,14.7,1.5,3.6,0.427,0.9,2.2,0.414,0.3,0.4,0.643,0.3,2.2,2.5,0.8,0.3,0.3,0.5,0.8,30,2015
D'Angelo Russell,80,28.2,4.9,12,0.41,1.6,4.6,0.351,1.8,2.4,0.737,0.6,2.8,3.4,3.3,1.2,0.2,2.5,1.8,19,2015
Robert Sacre,25,12.8,1.2,3,0.413,0,0,,1,1.5,0.658,1.3,1.6,2.9,0.6,0.2,0.4,0.5,1.7,26,2015
JaKarr Sampson,73,15.9,1.9,4.3,0.442,0.2,0.9,0.222,1.1,1.7,0.656,0.6,2,2.6,0.6,0.3,0.5,1,1.9,22,2015
JaKarr Sampson,47,14.7,1.8,4.3,0.426,0.1,0.7,0.176,1.3,2.1,0.639,0.6,2.1,2.7,0.6,0.2,0.3,1.1,1.9,22,2015
JaKarr Sampson,26,18,2.1,4.4,0.47,0.3,1.1,0.276,0.7,1,0.72,0.6,1.7,2.3,0.6,0.5,0.7,0.7,2,22,2015
Dennis Schroder,80,20.3,4.1,9.8,0.421,1,3,0.322,1.8,2.3,0.791,0.3,2.2,2.6,4.4,0.9,0.1,2.3,1.7,22,2015
Luis Scola,76,21.5,3.5,7.9,0.45,0.9,2.1,0.404,0.8,1.1,0.726,1.1,3.6,4.7,0.9,0.6,0.4,0.9,2.3,35,2015
Mike Scott,75,15.3,2.3,5,0.468,0.8,2.1,0.392,0.7,0.8,0.794,0.7,2,2.7,1,0.3,0.2,0.6,1.4,27,2015
Thabo Sefolosha,75,23.4,2.5,5,0.505,0.6,1.7,0.339,0.8,1.3,0.626,0.7,3.8,4.5,1.4,1.1,0.5,0.9,1.5,31,2015
Kevin Seraphin,48,11,1.8,4.3,0.41,0,0,0,0.4,0.5,0.826,0.6,2,2.6,1,0.2,0.8,0.9,1.4,26,2015
Ramon Sessions,82,20.3,3.4,7.2,0.473,0.4,1.4,0.324,2.6,3.5,0.756,0.3,2.2,2.5,2.9,0.6,0.1,1.4,1.2,29,2015
Iman Shumpert,54,24.4,2.1,5.6,0.374,0.8,2.7,0.295,0.7,0.9,0.784,0.6,3.2,3.8,1.7,1,0.4,1.1,2.2,25,2015
Jonathon Simmons,55,14.8,2.2,4.4,0.504,0.3,0.9,0.383,1.3,1.7,0.75,0.3,1.5,1.7,1.1,0.4,0.1,1,1.9,26,2015
Henry Sims,14,18.8,2.4,5.5,0.429,0,0,,1.8,2.1,0.833,1.5,3.6,5.1,0.6,0.6,1,0.9,2.6,25,2015
Kyle Singler,68,14.4,1.3,3.3,0.389,0.4,1.4,0.309,0.4,0.6,0.659,0.7,1.3,2.1,0.4,0.4,0.1,0.5,1.8,27,2015
Donald Sloan,61,21.6,2.5,5.7,0.44,0.6,1.6,0.384,1.3,1.7,0.75,0.3,2.6,2.8,4.4,0.5,0.1,1.3,1.2,28,2015
Marcus Smart,61,27.3,3,8.7,0.348,1,4,0.253,2.1,2.7,0.777,1.2,2.9,4.2,3,1.5,0.3,1.3,3,21,2015
Greg Smith,18,10.7,1,1.8,0.563,0,0,,0.4,0.9,0.412,0.7,1.7,2.3,0.3,0.2,0.1,0.4,1.6,25,2015
Ish Smith,77,29.1,5.2,12.6,0.411,0.7,2.2,0.329,1.6,2.3,0.693,0.6,3.4,4,6.5,1.1,0.3,2.3,1.7,27,2015
Ish Smith,27,22.9,3.6,8.4,0.43,0.4,1.2,0.303,1.2,1.6,0.767,0.5,2.9,3.4,5.7,0.9,0.2,1.7,1.4,27,2015
Ish Smith,50,32.4,6,14.8,0.405,0.9,2.7,0.336,1.8,2.7,0.669,0.6,3.7,4.3,7,1.3,0.4,2.6,1.9,27,2015
J.R. Smith,77,30.7,4.6,11,0.415,2.6,6.6,0.4,0.6,0.9,0.634,0.6,2.3,2.8,1.7,1.1,0.3,0.8,2.6,30,2015
Jason Smith,76,15.5,3.2,6.6,0.485,0.1,0.2,0.25,0.7,0.9,0.806,0.7,2.2,2.9,0.8,0.4,0.9,0.8,2.1,29,2015
Josh Smith,55,16,2.3,6.3,0.364,0.7,2.6,0.287,0.7,1.2,0.552,0.9,2.6,3.5,1.6,0.6,0.9,1.4,2.1,30,2015
Josh Smith,32,14.3,2.2,5.6,0.383,0.6,1.8,0.31,0.8,1.3,0.595,1,2.9,3.9,1.3,0.6,1.1,1.3,1.9,30,2015
Josh Smith,23,18.3,2.5,7.3,0.343,1,3.7,0.271,0.5,1.1,0.48,0.8,2.1,2.9,2.1,0.7,0.6,1.6,2.4,30,2015
Russ Smith,15,4.4,0.5,1.5,0.318,0.1,0.3,0.2,0.5,0.9,0.615,0.1,0.5,0.6,0.7,0.3,0.1,0.5,0.3,24,2015
Tony Snell,64,20.3,2,5.3,0.372,0.9,2.4,0.361,0.5,0.5,0.909,0.3,2.8,3.1,1,0.3,0.3,0.8,1.6,24,2015
Marreese Speights,72,11.6,2.7,6.3,0.432,0.3,0.9,0.387,1.3,1.6,0.825,1.1,2.3,3.3,0.8,0.3,0.5,0.9,1.6,28,2015
Tiago Splitter,36,16.1,2.3,4.3,0.523,0,0.1,0,1.1,1.3,0.813,1.3,2.1,3.3,0.8,0.6,0.3,0.7,2,31,2015
Nik Stauskas,73,24.8,2.9,7.5,0.385,1.5,4.5,0.326,1.2,1.6,0.771,0.3,2.2,2.5,1.9,0.6,0.3,1.3,1.6,22,2015
Lance Stephenson,69,19.9,3.3,6.9,0.481,0.4,1.1,0.385,1.3,1.6,0.784,0.6,2.7,3.2,1.9,0.6,0.1,1.4,2,25,2015
Lance Stephenson,43,15.8,1.9,3.9,0.494,0.4,1.1,0.404,0.5,0.7,0.7,0.4,2.1,2.5,1.4,0.6,0.1,1.1,1.8,25,2015
Lance Stephenson,26,26.6,5.6,11.8,0.474,0.4,1.2,0.355,2.5,3.1,0.815,0.8,3.6,4.4,2.8,0.7,0.2,1.8,2.2,25,2015
Alex Stepheson,8,9.1,1.1,3.4,0.333,0,0,,0.5,1.5,0.333,2.4,1.1,3.5,0.3,0.1,0.6,0,1.5,28,2015
Alex Stepheson,4,3,0.3,0.3,1,0,0,,0,0.5,0,0.3,0.3,0.5,0,0,0.5,0,1,28,2015
Alex Stepheson,4,15.3,2,6.5,0.308,0,0,,1,2.5,0.4,4.5,2,6.5,0.5,0.3,0.8,0,2,28,2015
Jarnell Stokes,7,2.6,0.4,0.7,0.6,0,0,,0.1,0.3,0.5,0.1,0.4,0.6,0.1,0.1,0,0,0.1,22,2015
